,Sugar,Ginger,Milk 3 Fat,TEA POWDER,Green Elaichi,Eggs,Maida,Salt Tata,Refind Oil,Atta,Clams,Mango Pulp,Curd Mother Dairy,Onion,Cucumber,Green Chilly,Beetroots,Jeera Powder,Potato,Cauliflower,Peel Garlic,Garam Masala,Ghee Nandani,Haldi Powder,Kasuri Methi,Kitchen King,Coriander Leaves,Rai,BASMATI RICE,Amul Cream,Chat Masala,Jeera Whole,Methi (w),Coconut Milk Powder,Lemon,Boondi,Jal Jeera,Kokum,Banana Leaf,Coconut Big,Dhaniya Whole,Bedki Chilli Dry,Chicken Breast Bonless,Capsicum,Badi Sunf,Dry Ginger,Kashmiri Chilli,Cinnamon (dalchini),Carrots,GREEN PEAS,FRESH BEANS,Malai Paneer,Laung,Javantry,Star Fool,Tej Patta,Kaju Tukda,Rose Water,Kewra Water,Basmati Rice,Mint Leaves,Chicken Masala,Sesame Oil,Soya Sauce LLK,Aromatic Powder,Veg Oyester Sauce,Chicken Leg Bonless,Coconut Oil,Strawberry Ice Cream,Besan,Broccoli,Asparagus,Baby Corn,Corn Flour,Green Zucchini,Tomato Ketchup,Bell Pepper Red,Water Chestnuts,Bell Papper Yellow,White Pepper Powder,Butter Amul,POHA,Appam Rice,Eno Regular,American Corn,Capsico Sauce,Fresh Red Chilly,Black Pepper Whole,Toor Dal,Pista,ALMOND,Fresh Milk (tabela),MAIDA,Jaiphal,CORN FLOUR,ROSE WATER,White Vinegar,Ajwain,Malai Kulfi,Mango Slice Kulfi,Papad big,Kabuli Chana,Bread Slice,CELERY LEAVES,CHANA DAL,Cheese Amul,Veg Mayonnaise,Iceberg Lettuce,Fresh Cream,BABY CORN,Cabbage,Dijon Mustard,Pineapple Fruit,Rawas Fish,Sev,Papdi,Mutton Big Raan,COCONUT DRY,Methi Fresh,Pok Choy,Potato Starch,Fresh Mushroom,Honey,Chana Dal,Rajma Chitra,Tomato Puree,Black Urad Whole,RAI,Celery Leaves,Kaju Whole,Medium Prawns,Green Curry Paste,Green Peas,Fresh Beans,Hoisin Sauce,Surmay Fish,MOONG DAL,Curd,APPLE,PAPAYA,8 To 9 Sauce,Kashmiri Chilli Powder,BELL PAPPER YELLOW,Bhavnagri Chilly,Yellow Chilli Powder,Peri Peri Masala,Fresh Basil,Shiitake Mushroom,Crab Meat,Sevai,Wonton Patta,Hing Powder,Shao Hsing Vinegar,Pomfret,Millennium Kulfi,RICE ATTA,Gulab Badam Slice Kulfi,Kesar Pista Kulfi,Kalonji,AMERICAN CORN,Papad Big,Vanilla Md Ice Cream,Baby Potato,Baby corn,Karela,Indian Chives,Squid,Prawns Frozen 70/80,Bread Crumbs Penko,Kikkoman Soya,Bbq Sauce,Black Pepper Powder,Lady Finger,Aalu Bukhara (plum),Chocolate Ice Cream,Imli,Lemon Grass,Tom Yum Cube,Green Corn,Sweet Corn Cream,PINEAPPLE FRUIT,Roasted Almond Slice Kulfi,METHI FRESH,Apple,Bean Sprouts,Green Peppercorn,Baking Powder,Butter Scotch Ice Cream,Tofu,Glass Noodles,Frut Overload Ice Cream,Bombil,Maggi Seasoning Sauce,Kafir Lemon Leaves,Madras Curry Powder,Chinese Cabbage,Moong Dal,Olive Oil,Plum Sauce,Mustard Kasundi 1000gm,Worcestershire Sauce Kalvert (bar),Makai Atta,Black Till,Black Fungus,Black Beans Seed,Sambal Oleal Sauce,Crab Whole Big,Green Olive Slice,Lemon Leaves,maida,sugar,atta,curd,coriander leaves,ghee,bajra,rice atta,jeera powder,cucumber,olive oil,american corn,cherry tomato,risotto rice,ginger,cauliflower,kitchen king,rai,onion,toor dal,moong whole,sev,chat masala,milk,besan,mint leaves,green chilly,garlic powder,iceberg lettuce,potato,mawa,black dal,chana dal,ajwain,green peas,boondi,capsicum,sama rice,kabuli chana,baby corn,mustard oil,lemon,sabudana,coconut milk,garam masala,lapsi,kasuri methi,tomato ketchup,baked beans,baby potato,khichiya papad,almond,amul cream,orange,feta cheese,lady finger,honey,keel patta,white pepper powder,lemon grass,lemon leaves,coconut milk powder,Green Garlic,Wasabi Tube,Bamboo Shoots,AJWAIN
2023-07-11,778.0,45.0,630.0,10.0,27.0,217.0,2237.0,522.0,605.0,825.0,0.0,0.0,204.0,420.0,70.0,328.0,50.0,0.0,785.0,220.0,1167.0,110.0,1122.0,126.0,60.0,108.0,395.0,0.0,180.0,1900.0,241.0,172.0,0.0,422.0,64.0,0.0,0.0,0.0,0.0,0.0,22.0,45.0,500.0,1360.0,2.0,0.0,69.0,8.0,360.0,670.0,370.0,6125.0,6.0,2.0,10.0,2.0,120.0,20.0,10.0,2200.0,50.0,4.0,2.0,172.0,42.0,0.0,5180.0,30.0,0.0,0.0,350.0,40.0,350.0,250.0,80.0,140.0,285.0,160.0,285.0,12.0,372.0,0.0,300.0,10.0,690.0,8.0,88.0,8.0,0.0,4.0,0.0,565.0,5.0,1.0,52.5,6.5,7.5,5.0,4.0,0.0,20.0,0.0,9.0,8.0,0.0,255.0,0.0,0.0,0.0,100.0,150.0,0.0,0.0,20.0,10.0,10.0,540.0,100.0,420.0,40.0,8.0,640.0,0.0,200.0,200.0,400.0,600.0,0.0,30.0,0.0,0.0,0.0,52.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0,50.0,40.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,100.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,2.35,0.147,0.78,4.46,0.209,2.15,0.35,0.15,0.248,0.0,0.08,0.08,0.0,0.0,0.039,0.656,0.188,0.016,1.164,1.1,0.0,0.03,0.038,0.8,0.03,0.004,0.008,0.01,0.12,0.26499999999999996,0.28,0.1,0.05,0.0,0.792,0.05,0.384,0.0,0.15,0.014,0.16999999999999998,0.06,0.0,0.0,0.008,0.0,0.066,0.0,0.04,0.0,0.036000000000000004,0.024,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-12,1483.0,77.0,585.0,0.0,29.0,763.0,6057.0,1030.0,1123.0,2450.0,0.0,0.0,526.0,820.0,180.0,632.0,0.0,20.0,385.0,850.0,2142.0,199.0,1546.0,243.0,122.0,184.0,638.0,0.0,180.0,1960.0,494.0,395.0,5.0,1334.0,74.0,0.0,0.0,0.0,0.0,50.0,15.0,15.0,1800.0,2860.0,0.0,0.0,41.0,8.0,1030.0,1150.0,1510.0,10415.0,8.0,4.0,4.0,4.0,235.0,32.0,20.0,7100.0,37.0,16.0,0.0,356.0,74.0,105.0,7120.0,0.0,0.0,50.0,310.0,30.0,150.0,344.0,130.0,40.0,460.0,20.0,460.0,26.0,669.0,0.0,400.0,5.0,1420.0,18.0,139.0,22.0,1800.0,24.0,24.0,2275.0,15.0,3.0,57.5,18.5,75.0,0.0,10.0,0.0,50.0,0.0,610.0,8.0,0.0,50.0,50.0,100.0,0.0,400.0,330.0,0.0,0.0,0.0,0.0,0.0,2300.0,50.0,640.0,90.0,26.0,1055.0,10.0,250.0,250.0,500.0,750.0,0.0,0.0,0.0,0.0,0.0,152.0,110.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,142.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,60.0,140.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,120.0,90.0,0.0,2.0,20.0,100.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.2,0.6000000000000001,2.84,0.074,1.0050000000000001,0.0,0.15,0.20099999999999998,0.0,0.04,0.0,0.0,0.0,0.016,0.11,0.167,0.011,0.502,0.9,0.0,0.0,0.08,1.2000000000000002,0.13,0.004,0.004,0.01,0.17,0.0,0.01,0.0,0.0,0.0,0.75,0.05,0.052000000000000005,0.0,0.0,0.014,0.15,0.0,0.0,0.0,0.004,0.0,0.04,0.0,0.0,0.0,0.006,0.036000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.004,0.12,0.0,0.0,0.0,0.0
2023-07-13,550.0,88.0,300.0,10.0,17.0,293.0,2485.0,584.0,745.0,1150.0,0.0,0.0,158.0,715.0,0.0,413.0,0.0,0.0,70.0,380.0,1270.0,150.0,956.0,172.0,80.0,144.0,433.0,0.0,0.0,2060.0,397.0,212.0,10.0,540.0,60.0,10.0,20.0,0.0,0.5,100.0,19.0,25.0,900.0,1770.0,2.0,2.0,52.0,6.0,420.0,420.0,680.0,8220.0,4.0,4.0,8.0,4.0,150.0,24.0,20.0,2200.0,10.0,24.0,0.0,160.0,48.0,125.0,5420.0,0.0,0.0,0.0,110.0,40.0,20.0,195.0,90.0,200.0,310.0,0.0,310.0,13.0,447.0,0.0,100.0,0.0,930.0,12.0,78.0,48.0,0.0,4.0,0.0,565.0,5.0,1.0,2.5,5.5,7.5,0.0,1.0,0.0,50.0,0.0,800.0,0.0,0.0,320.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,50.0,200.0,110.0,12.0,1160.0,0.0,250.0,250.0,500.0,750.0,1.0,10.0,40.0,0.0,0.0,202.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,250.0,0.0,0.0,0.0,65.0,35.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,30.0,20.0,0.0,0.0,0.0,30.0,4.0,0.0,0.0,20.0,10.0,0.0,0.0,4.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.07,1.0,2.98,0.174,1.945,0.0,0.3,0.178,0.0,0.13999999999999999,0.0,0.0,0.22,0.098,0.89,0.163,0.008,0.9420000000000001,1.1,0.0,0.13,0.08,1.8,0.03,0.004,0.004,0.01,0.05,0.16,0.01,0.2,0.1,0.0,0.82,0.15000000000000002,0.232,0.0,0.8,0.014,0.12,0.15,0.0,0.07,0.006,0.0,0.028,0.01,0.0,0.5,0.018000000000000002,0.036000000000000004,0.1,0.0,0.02,0.0,0.0,0.0,0.012,0.18,0.012,0.36,0.0,0.0,0.0,0.0
2023-07-14,1233.0,138.0,570.0,20.0,27.0,493.0,4002.0,1039.0,1394.0,2925.0,0.0,0.0,405.0,1270.0,30.0,681.0,0.0,10.0,560.0,990.0,2109.0,223.0,1394.0,271.0,126.0,208.0,771.0,0.0,0.0,3188.0,677.0,335.0,10.0,692.0,154.0,0.0,0.0,0.0,0.5,160.0,40.0,65.0,2400.0,4190.0,0.0,0.0,108.0,6.0,1100.0,1210.0,1780.0,12650.0,6.0,2.0,6.0,2.0,354.0,22.0,10.0,1900.0,125.0,28.0,2.0,463.0,98.0,95.0,8180.0,30.0,15.0,0.0,650.0,30.0,300.0,577.0,120.0,210.0,520.0,20.0,520.0,34.0,897.0,0.0,700.0,0.0,1920.0,36.0,189.0,23.0,600.0,11.0,6.0,2420.0,10.0,2.0,105.0,16.0,22.5,0.0,5.0,2.0,100.0,1000.0,408.0,8.0,0.0,220.0,50.0,100.0,0.0,500.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,840.0,80.0,32.0,2190.0,0.0,550.0,550.0,1140.0,1650.0,0.0,0.0,40.0,0.0,0.0,102.0,50.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,2.0,300.0,0.0,0.0,0.0,270.0,25.0,40.0,20.0,90.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,500.0,0.0,900.0,2.0,0.0,0.0,200.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,10.0,4.0,0.0,240.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.17,0.88,2.41,0.233,1.865,0.0,0.0,0.143,0.0,0.1,0.0,0.0,0.0,0.10300000000000001,0.5349999999999999,0.126,0.009000000000000001,0.9440000000000001,1.4,0.0,0.0,0.034,0.0,0.11,0.008,0.008,0.02,0.0,0.08,0.0,0.1,0.05,0.0,0.615,0.0,0.224,0.0,0.4,0.021,0.11,0.09,0.0,0.0,0.013000000000000001,0.0,0.038,0.0,0.04,0.0,0.018000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.12,0.008,0.24,0.0,0.0,0.0,0.0
2023-07-15,1893.0,190.0,670.0,10.0,25.0,608.0,5634.0,1478.0,1804.0,3600.0,300.0,0.0,295.0,1675.0,280.0,917.0,250.0,155.0,2330.0,2810.0,3464.0,262.0,1822.0,348.0,166.0,252.0,1019.0,0.0,0.0,3814.0,796.0,537.0,10.0,1612.0,243.0,10.0,20.0,102.0,0.5,200.0,20.0,35.0,2450.0,4990.0,0.0,0.0,202.0,8.0,1530.0,1280.0,2260.0,18790.0,8.0,0.0,8.0,0.0,103.0,0.0,0.0,9500.0,66.0,24.0,0.0,677.0,170.0,340.0,7260.0,30.0,0.0,150.0,785.0,110.0,465.0,632.0,280.0,480.0,1145.0,100.0,1145.0,44.0,1141.0,0.0,1400.0,0.0,2440.0,30.0,268.0,101.0,3150.0,19.0,6.0,3700.0,20.0,4.0,170.0,27.0,37.5,0.0,8.0,0.0,170.0,1000.0,1218.0,16.0,0.0,810.0,50.0,100.0,50.0,500.0,170.0,0.0,0.0,0.0,10.0,10.0,2500.0,50.0,940.0,280.0,42.0,1755.0,0.0,600.0,600.0,1280.0,1800.0,0.0,30.0,60.0,0.0,0.0,312.0,100.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,300.0,200.0,0.0,0.0,162.0,70.0,0.0,20.0,90.0,2.0,0.0,0.0,3.0,50.0,1.0,0.0,0.0,0.0,0.0,240.0,500.0,0.0,0.0,2.0,0.0,60.0,220.0,15.0,0.0,0.0,0.0,40.0,0.0,10.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,4.0,0.0,120.0,80.0,20.0,0.0,0.0,2.0,0.0,2.0,180.0,0.0,0.0,0.0,10.0,5.0,50.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,5.11,0.311,1.78,3.7800000000000002,0.274,1.83,0.0,0.3,0.271,0.0,0.2,0.0,0.0,0.44,0.024,0.676,0.19,0.006,0.974,0.75,0.0,0.0,0.022,1.6,0.03,0.004,0.008,0.01,0.4,0.05,0.08,0.0,0.0,0.0,1.572,0.0,0.614,0.0,0.4,0.007,0.16999999999999998,0.12,0.0,0.0,0.018000000000000002,0.0,0.032,0.0,0.0,0.0,0.066,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.06,0.004,0.12,0.0,0.0,0.0,0.0
2023-07-16,1860.0,172.0,575.0,10.0,45.0,847.0,6506.0,1659.0,1942.0,4500.0,0.0,50.0,723.0,1345.0,30.0,1125.0,100.0,100.0,1490.0,1340.0,3619.0,374.0,2734.0,431.0,214.0,364.0,1079.0,0.0,180.0,4980.0,934.0,519.0,10.0,1700.0,92.0,0.0,0.0,0.0,0.5,100.0,10.0,20.0,2900.0,3600.0,0.0,0.0,60.0,12.0,1450.0,1600.0,2370.0,17740.0,12.0,0.0,0.0,0.0,120.0,2.0,0.0,4600.0,19.0,40.0,2.0,443.0,122.0,235.0,13120.0,10.0,0.0,100.0,335.0,40.0,275.0,516.0,200.0,610.0,645.0,40.0,645.0,35.0,1284.0,0.0,700.0,0.0,890.0,12.0,216.0,131.0,1200.0,20.0,0.0,1965.0,25.0,5.0,262.5,27.5,32.5,0.0,7.0,0.0,140.0,500.0,2427.0,24.0,5.0,760.0,25.0,100.0,50.0,700.0,620.0,0.0,0.0,0.0,0.0,0.0,2180.0,50.0,700.0,90.0,32.0,1755.0,0.0,750.0,750.0,1500.0,2250.0,1.0,10.0,44.0,0.0,0.0,710.0,70.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,192.0,10.0,40.0,20.0,90.0,0.0,0.0,0.0,1.0,100.0,1.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,320.0,60.0,0.0,5.0,0.0,40.0,0.0,0.0,2.0,10.0,40.0,30.0,20.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,0.5640000000000001,1.3,4.37,0.444,3.21,0.35,0.3,0.329,0.0,0.4,0.08,0.02,0.44,0.059,0.84,0.307,0.015,1.466,2.1,0.0,0.0,0.084,1.0,0.08,0.004,0.004,0.01,0.19,0.08,0.12,0.30000000000000004,0.152,0.0,1.42,0.0,0.376,0.0,1.2000000000000002,0.021,0.26,0.27799999999999997,0.0,0.07,0.017,0.0,0.048,0.0,0.02,0.0,0.036000000000000004,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.06,0.004,0.12,0.0,0.0,0.0,0.0
2023-07-17,650.0,25.0,190.0,0.0,13.0,282.0,2432.0,538.0,693.0,775.0,0.0,50.0,397.0,350.0,60.0,365.0,50.0,0.0,330.0,450.0,1334.0,120.0,932.0,152.0,76.0,124.0,286.0,0.0,0.0,2080.0,309.0,200.0,0.0,504.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610.0,1425.0,0.0,0.0,29.0,6.0,520.0,600.0,910.0,6840.0,6.0,4.0,10.0,4.0,0.0,32.0,20.0,3000.0,20.0,16.0,4.0,279.0,64.0,120.0,4580.0,0.0,0.0,0.0,340.0,50.0,180.0,319.0,130.0,180.0,400.0,40.0,400.0,25.0,380.0,0.0,0.0,0.0,680.0,12.0,139.0,13.0,0.0,4.0,0.0,995.0,5.0,1.0,52.5,6.5,10.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,150.0,50.0,100.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,200.0,130.0,18.0,490.0,15.0,250.0,250.0,500.0,750.0,1.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,200.0,0.0,40.0,80.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,4.0,0.0,0.0,100.0,30.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,8.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.49,0.198,0.8400000000000001,1.9100000000000001,0.139,0.8600000000000001,0.35,0.0,0.06,0.6,0.16,0.0,0.0,0.0,0.02,0.29,0.038,0.01,0.622,0.65,0.0,0.0,0.018000000000000002,1.0,0.13,0.004,0.004,0.01,0.0,0.215,0.16,0.1,0.05,0.0,0.39,0.05,0.192,0.0,0.8,0.007,0.0,0.12,0.0,0.0,0.004,0.0,0.018000000000000002,0.0,0.02,0.0,0.012,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.004,0.12,0.0,0.0,0.0,0.0
2023-07-18,1431.0,179.0,640.0,0.0,24.0,383.0,3517.0,851.0,1222.0,1925.0,0.0,50.0,518.0,1575.0,20.0,546.0,0.0,0.0,1440.0,1800.0,1884.0,173.0,1242.0,232.0,102.0,152.0,626.0,0.0,180.0,1880.0,500.0,265.0,10.0,366.0,86.0,0.0,0.0,0.0,0.5,160.0,52.0,70.0,2805.0,1560.0,2.0,0.0,36.0,8.0,720.0,800.0,1050.0,9390.0,6.0,0.0,8.0,0.0,24.0,2.0,0.0,1400.0,117.0,12.0,2.0,444.0,112.0,145.0,6790.0,0.0,0.0,50.0,780.0,70.0,570.0,619.0,195.0,160.0,610.0,240.0,610.0,38.0,511.0,0.0,600.0,5.0,1280.0,28.0,222.0,27.0,1200.0,15.0,6.0,1695.0,15.0,3.0,207.5,18.5,22.5,5.0,9.0,1.0,70.0,500.0,812.0,12.0,0.0,0.0,0.0,0.0,0.0,700.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,185.0,32.0,1220.0,0.0,250.0,250.0,500.0,750.0,0.0,90.0,20.0,0.0,0.0,208.0,200.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,150.0,100.0,0.0,0.0,130.0,75.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,300.0,30.0,0.0,0.0,600.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,16.0,1.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,150.0,0.0,0.0,0.0,0.56,0.01,0.32,1.02,0.05,0.625,0.0,0.0,0.078,0.6,0.02,0.0,0.0,0.0,0.005,0.03,0.078,0.011,0.596,0.85,0.0,0.0,0.034,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.046,0.0,0.0,0.007,0.07,0.03,0.0,0.0,0.004,0.0,0.014,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.004,0.12,0.0,0.0,0.0,0.0
2023-07-19,1644.0,75.0,520.0,20.0,37.05,393.0,3969.0,842.0,1013.0,1750.0,0.0,0.0,451.0,875.0,10.0,550.0,0.0,0.0,445.0,290.0,2039.0,176.0,1534.0,210.0,108.0,176.0,598.0,2.0,150.0,2890.0,458.0,260.0,0.0,64.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1575.0,1855.0,0.0,0.0,38.0,8.0,405.0,570.0,440.0,8815.0,6.0,4.0,10.0,6.0,252.0,42.0,30.0,4800.0,19.0,12.0,4.0,333.0,74.0,230.0,7430.0,0.0,0.0,100.0,410.0,60.0,310.0,308.0,200.0,220.0,550.0,60.0,550.0,21.0,683.0,0.0,100.0,5.0,640.0,6.0,186.0,72.0,2400.0,14.0,4.0,3565.0,15.0,3.0,117.5,19.5,32.5,0.0,11.0,0.0,40.0,1000.0,405.0,4.0,0.0,615.0,50.0,0.0,0.0,300.0,190.0,0.0,10.0,500.0,0.0,0.0,0.0,0.0,340.0,140.0,24.0,2110.0,15.0,350.0,350.0,740.0,1050.0,1.0,30.0,40.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,80.0,0.0,0.0,100.0,200.0,0.0,0.0,67.0,35.0,0.0,40.0,180.0,0.0,6.0,0.0,0.0,100.0,0.0,1.0,6.0,0.0,0.0,240.0,1000.0,0.0,0.0,0.0,100.0,60.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0,0.0,20.0,10.0,0.0,0.0,6.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,0.49,1.52,2.68,0.243,1.78,0.0,0.15,0.137,0.0,0.18,0.0,0.0,0.0,0.101,0.14,0.165,0.021,1.447,2.1,0.0,0.03,0.096,0.0,0.06,0.008,0.008,0.02,0.6,0.13,0.30000000000000004,0.0,0.0,0.0,0.79,0.0,0.522,0.0,0.8,0.021,0.15,0.15,0.2,0.0,0.014,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.2,0.0,0.18,0.012,0.36,0.0,0.0,0.0,0.0
2023-07-20,1352.0,58.0,305.0,0.0,29.0,537.0,4041.0,863.0,1043.0,1975.0,0.0,0.0,156.0,1085.0,0.0,585.0,0.0,0.0,580.0,560.0,1709.0,192.0,1696.0,228.0,114.0,200.0,580.0,0.0,0.0,3500.0,487.0,355.0,0.0,586.0,28.0,0.0,0.0,0.0,0.0,0.0,17.0,35.0,850.0,2785.0,2.0,0.0,21.0,12.0,610.0,520.0,890.0,10460.0,10.0,2.0,6.0,2.0,108.0,10.0,10.0,5700.0,57.0,12.0,0.0,194.0,64.0,205.0,4960.0,0.0,0.0,50.0,245.0,70.0,95.0,277.0,200.0,300.0,365.0,20.0,365.0,14.0,796.0,0.0,100.0,0.0,40.0,6.0,84.0,10.0,600.0,18.0,12.0,2125.0,15.0,3.0,67.5,17.5,25.0,0.0,2.0,0.0,50.0,500.0,416.0,16.0,0.0,0.0,0.0,0.0,0.0,300.0,150.0,0.0,0.0,40.0,0.0,0.0,540.0,0.0,200.0,170.0,14.0,1570.0,0.0,600.0,600.0,1200.0,1800.0,2.0,20.0,20.0,0.0,0.0,102.0,60.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,150.0,300.0,0.0,0.0,60.0,45.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,120.0,1000.0,0.0,0.0,2.0,0.0,30.0,120.0,15.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,10.0,100.0,20.0,0.0,0.0,0.0,50.0,4.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.11,0.26,0.05,0.105,0.6950000000000001,0.0,0.0,0.015,0.0,0.1,0.0,0.03,0.44,0.01,0.04,0.015,0.012,0.41200000000000003,0.9,0.0,0.0,0.004,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.05,0.0,0.27,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.06,0.004,0.12,0.0,0.0,0.0,0.0
